person_id,item_id,item_type,item_score,gender
5,145,ctest,0.9999999,MALE
5,146,audio_vocab,0.954711503,MALE
5,147,ctest,0.636363636,MALE
5,148,text_vocab,0.837417063,MALE
5,149,dictation,1.00E-07,MALE
5,150,dictation,1.61E-06,MALE
5,151,elicited_speech,0.822883727,MALE
5,152,audio_vocab,0.745446777,MALE
6,153,dictation,0.001528656,OTHER
6,154,elicited_speech,0.874422385,OTHER
6,155,ctest,0.603448276,OTHER
6,156,elicited_speech,0.784254417,OTHER
6,157,text_vocab,0.917441316,OTHER
6,94,dictation,1.00E-07,OTHER
6,158,audio_vocab,0.52803734,OTHER
6,159,dictation,0.993889516,OTHER
6,160,text_vocab,0.838912426,OTHER
6,161,elicited_speech,0.721989821,OTHER
6,162,dictation,0.993889516,OTHER
6,163,text_vocab,0.742573776,OTHER
6,164,ctest,0.522727273,OTHER
6,165,text_vocab,0.975507821,OTHER
6,166,ctest,0.9999999,OTHER
6,167,audio_vocab,0.159399191,OTHER
6,168,elicited_speech,0.743071625,OTHER
6,169,text_vocab,0.800163496,OTHER
6,170,text_vocab,0.838912426,OTHER
6,171,audio_vocab,0.836678836,OTHER
6,149,dictation,0.993889516,OTHER
6,172,ctest,0.791666667,OTHER
6,173,audio_vocab,0.493147948,OTHER
6,174,audio_vocab,0.957166214,OTHER
6,175,elicited_speech,1.00E-07,OTHER
6,176,ctest,0.826086957,OTHER
6,177,dictation,0.006502367,OTHER
6,178,dictation,0.015889896,OTHER
6,179,ctest,0.62962963,OTHER
6,180,audio_vocab,0.835751363,OTHER
6,181,elicited_speech,0.888424604,OTHER
7,182,dictation,1.00E-07,MALE
7,150,dictation,0.993889516,MALE
7,183,elicited_speech,0.550440207,MALE
7,184,text_vocab,0.759630364,MALE
7,185,elicited_speech,0.64988435,MALE
7,186,text_vocab,0.123418899,MALE
7,187,elicited_speech,0.708061966,MALE
7,88,text_vocab,0.918223856,MALE
7,188,elicited_speech,0.800478828,MALE
7,189,audio_vocab,0.648335693,MALE
7,190,ctest,0.481481481,MALE
7,191,dictation,0.993889516,MALE
7,192,text_vocab,0.838912426,MALE
7,193,audio_vocab,0.34038456,MALE
7,194,elicited_speech,0.618286113,MALE
7,195,elicited_speech,0.322512306,MALE
7,196,dictation,1.00E-07,MALE
7,197,text_vocab,0.837410065,MALE
7,198,audio_vocab,0.096865041,MALE
7,199,audio_vocab,0.52803734,MALE
7,200,dictation,1.00E-07,MALE
7,201,ctest,0.595744681,MALE
7,202,ctest,0.8125,MALE
7,203,ctest,0.577777778,MALE
7,204,text_vocab,0.345913806,MALE
7,205,ctest,0.583333333,MALE
7,206,ctest,0.481481481,MALE
7,207,audio_vocab,0.648335693,MALE
7,208,dictation,0.024405043,MALE
7,209,audio_vocab,0.835751363,MALE
7,210,audio_vocab,0.835751363,MALE
8,211,audio_vocab,0.954711503,MALE
8,212,audio_vocab,0.957166214,MALE
8,213,audio_vocab,0.824165656,MALE
8,214,ctest,0.882352941,MALE
8,215,audio_vocab,0.796528832,MALE
8,216,elicited_speech,0.879469047,MALE
8,217,text_vocab,0.977657181,MALE
8,218,audio_vocab,0.836678836,MALE
8,219,audio_vocab,0.954711503,MALE
8,220,dictation,0.993889516,MALE
8,221,dictation,0.993889516,MALE
8,222,text_vocab,0.97811438,MALE
8,223,elicited_speech,0.708023238,MALE
8,224,dictation,0.993889516,MALE
8,165,text_vocab,0.975507821,MALE
8,225,ctest,0.772727273,MALE
8,226,text_vocab,0.914637651,MALE
8,227,elicited_speech,0.755276301,MALE
8,228,elicited_speech,0.884484698,MALE
8,229,dictation,0.730222395,MALE
8,230,ctest,0.820512821,MALE
8,231,ctest,0.8,MALE
8,232,ctest,0.846153846,MALE
8,233,audio_vocab,0.954711503,MALE
8,234,elicited_speech,0.912169691,MALE
8,235,text_vocab,0.664902675,MALE
8,236,text_vocab,0.97826087,MALE
8,150,dictation,0.993889516,MALE
8,237,elicited_speech,0.911897011,MALE
8,238,dictation,0.091319862,MALE
8,239,ctest,0.740740741,MALE
9,240,audio_vocab,0.836678836,FEMALE
9,241,dictation,0.993889516,FEMALE
9,242,audio_vocab,0.954711503,FEMALE
9,243,text_vocab,0.976829842,FEMALE
9,244,dictation,0.993889516,FEMALE
9,245,elicited_speech,0.82206452,FEMALE
9,246,ctest,0.9,FEMALE
9,247,elicited_speech,0.851294057,FEMALE
9,248,ctest,0.590909091,FEMALE
9,249,elicited_speech,0.826636765,FEMALE
9,250,elicited_speech,0.862449764,FEMALE
9,251,elicited_speech,0.868385103,FEMALE
9,252,ctest,0.9999999,FEMALE
9,253,text_vocab,0.918223856,FEMALE
9,254,dictation,0.993889516,FEMALE
9,255,elicited_speech,0.844506443,FEMALE
9,256,audio_vocab,0.954711503,FEMALE
9,257,ctest,0.814814815,FEMALE
9,258,text_vocab,0.977657181,FEMALE
9,259,text_vocab,0.914637651,FEMALE
9,260,audio_vocab,0.957166214,FEMALE
9,261,text_vocab,0.97811438,FEMALE
9,262,dictation,0.993889516,FEMALE
9,263,audio_vocab,0.836678836,FEMALE
9,264,ctest,0.9999999,FEMALE
9,265,text_vocab,0.903615575,FEMALE
9,266,dictation,0.770733544,FEMALE
9,267,audio_vocab,0.824165656,FEMALE
9,268,ctest,0.9999999,FEMALE
9,269,audio_vocab,0.957166214,FEMALE
9,270,dictation,0.035204338,FEMALE
10,271,audio_vocab,0.206290928,FEMALE
10,272,audio_vocab,0.52803734,FEMALE
10,273,elicited_speech,0.852180089,FEMALE
10,274,elicited_speech,0.732735821,FEMALE
10,275,ctest,0.736842105,FEMALE
10,276,ctest,0.913043478,FEMALE
10,277,elicited_speech,0.96451868,FEMALE
10,278,ctest,0.512820513,FEMALE
10,279,ctest,0.884615385,FEMALE
10,280,audio_vocab,0.493147948,FEMALE
10,267,audio_vocab,0.835751363,FEMALE
10,281,text_vocab,0.837417063,FEMALE
10,33,elicited_speech,0.825164315,FEMALE
10,282,text_vocab,0.818473812,FEMALE
10,283,dictation,0.001322774,FEMALE
10,284,dictation,0.953533191,FEMALE
10,285,ctest,0.611111111,FEMALE
10,286,elicited_speech,0.929405641,FEMALE
10,287,audio_vocab,0.954711503,FEMALE
10,288,text_vocab,0.465270537,FEMALE
10,186,text_vocab,0.56127313,FEMALE
10,289,text_vocab,0.918928584,FEMALE
10,290,dictation,0.993889516,FEMALE
10,291,dictation,1.00E-07,FEMALE
10,292,ctest,0.234042553,FEMALE
10,293,audio_vocab,0.52803734,FEMALE
10,294,dictation,0.083067816,FEMALE
10,149,dictation,0.399411298,FEMALE
10,295,text_vocab,0.917441316,FEMALE
10,296,elicited_speech,0.74165618,FEMALE
10,297,audio_vocab,0.311246521,FEMALE
11,298,text_vocab,0.800231548,MALE
11,299,ctest,0.613636364,MALE
11,300,text_vocab,0.619983946,MALE
11,301,dictation,1.00E-07,MALE
11,302,dictation,0.000442,MALE
11,303,audio_vocab,0.957166214,MALE
11,304,text_vocab,0.818473812,MALE
11,6,dictation,0.993889516,MALE
11,305,audio_vocab,0.444694658,MALE
11,181,elicited_speech,0.906479849,MALE
11,306,ctest,0.806451613,MALE
11,307,dictation,0.778803143,MALE
11,308,audio_vocab,0.954711503,MALE
11,309,audio_vocab,0.311246521,MALE
11,310,audio_vocab,0.733895509,MALE
11,311,audio_vocab,0.733895509,MALE
11,312,elicited_speech,0.847319149,MALE
11,279,ctest,0.884615385,MALE
11,313,text_vocab,0.715650253,MALE
11,314,elicited_speech,0.765126018,MALE
11,315,dictation,0.993889516,MALE
11,316,ctest,0.710526316,MALE
11,317,elicited_speech,0.821970747,MALE
11,318,text_vocab,0.903615575,MALE
11,319,text_vocab,0.97811438,MALE
11,320,elicited_speech,0.778279587,MALE
11,321,ctest,0.930232558,MALE
11,322,elicited_speech,1.00E-07,MALE
11,323,dictation,0.16895193,MALE
11,324,ctest,0.829268293,MALE
11,325,audio_vocab,0.954711503,MALE
12,326,text_vocab,0.918223856,MALE
12,327,ctest,0.777777778,MALE
12,328,audio_vocab,0.745446777,MALE
12,329,dictation,0.993889516,MALE
12,330,elicited_speech,0.961339562,MALE
12,100,dictation,0.993889516,MALE
12,331,ctest,0.484848485,MALE
12,332,text_vocab,0.642509816,MALE
12,333,audio_vocab,0.835751363,MALE
12,334,dictation,0.000104,MALE
12,335,elicited_speech,0.902255749,MALE
12,336,ctest,0.529411765,MALE
12,337,text_vocab,0.488760239,MALE
12,338,dictation,0.581940047,MALE
12,339,text_vocab,0.539551054,MALE
12,340,text_vocab,0.202494924,MALE
12,341,elicited_speech,0.9999999,MALE
12,342,elicited_speech,0.922787366,MALE
12,343,audio_vocab,0.493147948,MALE
12,344,ctest,0.576923077,MALE
12,345,dictation,1.00E-07,MALE
12,346,elicited_speech,0.816685736,MALE
12,347,ctest,0.786885246,MALE
12,348,elicited_speech,0.748767225,MALE
12,349,dictation,9.86E-07,MALE
12,350,ctest,0.9999999,MALE
12,351,audio_vocab,0.745446777,MALE
12,136,text_vocab,0.855309529,MALE
12,352,audio_vocab,0.824165656,MALE
12,353,audio_vocab,0.796528832,MALE
12,354,dictation,1.66E-05,MALE
13,355,dictation,0.574973729,FEMALE
13,356,audio_vocab,0.954711503,FEMALE
13,357,audio_vocab,0.957166214,FEMALE
13,358,elicited_speech,0.9999999,FEMALE
13,359,dictation,0.993889516,FEMALE
13,360,audio_vocab,0.957166214,FEMALE
13,275,ctest,0.894736842,FEMALE
13,361,elicited_speech,0.968918735,FEMALE
13,362,ctest,0.928571429,FEMALE
13,363,dictation,0.993889516,FEMALE
13,364,text_vocab,0.975507821,FEMALE
13,365,dictation,0.993889516,FEMALE
13,366,elicited_speech,0.997603564,FEMALE
13,367,ctest,0.9999999,FEMALE
13,368,elicited_speech,0.9999999,FEMALE
13,369,dictation,0.993889516,FEMALE
13,370,audio_vocab,0.954711503,FEMALE
13,371,dictation,0.993889516,FEMALE
13,372,ctest,0.9999999,FEMALE
13,373,audio_vocab,0.957166214,FEMALE
13,374,text_vocab,0.97811438,FEMALE
13,375,text_vocab,0.910223855,FEMALE
13,376,text_vocab,0.97811438,FEMALE
13,377,ctest,0.9999999,FEMALE
13,378,elicited_speech,0.9999999,FEMALE
13,379,audio_vocab,0.957166214,FEMALE
13,380,text_vocab,0.975507821,FEMALE
13,381,elicited_speech,0.9999999,FEMALE
13,382,text_vocab,0.976829842,FEMALE
13,383,dictation,0.993889516,FEMALE
13,384,ctest,0.9999999,FEMALE
14,385,ctest,0.781818182,MALE
14,386,text_vocab,0.893671072,MALE
14,387,text_vocab,0.917441316,MALE
14,388,ctest,0.931034483,MALE
14,389,elicited_speech,0.946985439,MALE
14,390,ctest,0.912280702,MALE
14,391,dictation,0.993889516,MALE
14,392,audio_vocab,0.836678836,MALE
14,393,dictation,0.918307307,MALE
14,394,elicited_speech,0.980129266,MALE
14,395,elicited_speech,0.939807035,MALE
14,396,text_vocab,0.855309529,MALE
14,397,dictation,0.641000751,MALE
14,398,text_vocab,0.910223855,MALE
14,399,audio_vocab,0.954711503,MALE
14,400,audio_vocab,0.957166214,MALE
14,401,dictation,0.993889516,MALE
14,402,dictation,0.80905565,MALE
14,403,audio_vocab,0.954711503,MALE
14,404,audio_vocab,0.824165656,MALE
14,405,dictation,0.993889516,MALE
14,406,text_vocab,0.919206801,MALE
14,407,audio_vocab,0.957166214,MALE
14,408,elicited_speech,0.960047887,MALE
14,409,ctest,0.9999999,MALE
14,410,text_vocab,0.97811438,MALE
14,411,ctest,0.9999999,MALE
14,412,ctest,0.8,MALE
14,413,audio_vocab,0.699308165,MALE
14,414,elicited_speech,0.944477577,MALE
14,415,elicited_speech,0.879997057,MALE
15,149,dictation,1.00E-07,FEMALE
15,416,ctest,0.459459459,FEMALE
15,417,elicited_speech,0.624407429,FEMALE
15,418,audio_vocab,0.52803734,FEMALE
15,419,dictation,0.993889516,FEMALE
15,420,ctest,0.627906977,FEMALE
15,421,dictation,0.000403,FEMALE
15,422,text_vocab,0.56127313,FEMALE
15,423,text_vocab,0.914637651,FEMALE
15,424,ctest,0.482142857,FEMALE
15,425,audio_vocab,0.648335693,FEMALE
15,426,audio_vocab,0.159399191,FEMALE
15,427,elicited_speech,0.667333511,FEMALE
15,428,elicited_speech,0.699364401,FEMALE
15,429,elicited_speech,0.718679643,FEMALE
15,430,text_vocab,0.837417063,FEMALE
15,431,ctest,0.681818182,FEMALE
15,432,dictation,1.00E-07,FEMALE
15,433,text_vocab,0.918223856,FEMALE
15,434,text_vocab,0.918223856,FEMALE
15,435,text_vocab,0.910223855,FEMALE
15,436,dictation,0.005863007,FEMALE
15,437,ctest,0.175,FEMALE
15,438,audio_vocab,0.159399191,FEMALE
15,439,ctest,0.545454545,FEMALE
15,440,elicited_speech,0.785465096,FEMALE
15,441,audio_vocab,0.745446777,FEMALE
15,442,elicited_speech,0.686979256,FEMALE
15,443,ctest,0.4,FEMALE
15,444,dictation,0.000355,FEMALE
15,445,audio_vocab,0.52803734,FEMALE
16,446,elicited_speech,0.571897625,FEMALE
16,447,audio_vocab,0.957166214,FEMALE
16,448,audio_vocab,0.835751363,FEMALE
16,449,audio_vocab,0.733895509,FEMALE
16,450,dictation,0.993889516,FEMALE
16,451,audio_vocab,0.311246521,FEMALE
16,452,elicited_speech,0.635626043,FEMALE
16,453,ctest,0.9999999,FEMALE
16,454,dictation,0.993889516,FEMALE
16,455,dictation,0.005006658,FEMALE
16,456,elicited_speech,0.697527848,FEMALE
16,457,ctest,0.466666667,FEMALE
16,458,text_vocab,0.825485366,FEMALE
16,459,audio_vocab,0.836678836,FEMALE
16,460,ctest,0.857142857,FEMALE
16,461,dictation,0.993889516,FEMALE
16,410,text_vocab,0.739607048,FEMALE
16,462,text_vocab,0.289835929,FEMALE
16,463,elicited_speech,0.421428346,FEMALE
16,136,text_vocab,0.977657181,FEMALE
16,464,elicited_speech,0.576797805,FEMALE
16,465,text_vocab,0.363707301,FEMALE
16,466,text_vocab,0.53667139,FEMALE
16,467,elicited_speech,0.593834397,FEMALE
16,468,ctest,0.689655172,FEMALE
16,469,ctest,0.75,FEMALE
16,419,dictation,0.993889516,FEMALE
16,470,dictation,0.993889516,FEMALE
16,471,audio_vocab,0.34038456,FEMALE
16,472,ctest,0.72,FEMALE
16,473,audio_vocab,0.954711503,FEMALE
17,474,text_vocab,0.66338486,FEMALE
17,475,elicited_speech,0.788635209,FEMALE
17,476,elicited_speech,0.761303731,FEMALE
17,477,text_vocab,0.018112489,FEMALE
17,478,dictation,0.010056663,FEMALE
17,479,ctest,0.540540541,FEMALE
17,480,audio_vocab,0.493147948,FEMALE
17,481,ctest,0.571428571,FEMALE
17,482,ctest,0.414634146,FEMALE
17,483,elicited_speech,0.725843175,FEMALE
17,484,text_vocab,0.482765268,FEMALE
17,485,audio_vocab,0.156203758,FEMALE
17,88,text_vocab,0.976829842,FEMALE
17,486,audio_vocab,0.01,FEMALE
17,487,dictation,0.993889516,FEMALE
17,488,audio_vocab,0.745446777,FEMALE
17,489,text_vocab,0.539551054,FEMALE
17,490,elicited_speech,0.722068126,FEMALE
17,6,dictation,0.993889516,FEMALE
17,491,audio_vocab,0.01,FEMALE
17,492,ctest,0.709677419,FEMALE
17,493,dictation,9.94E-06,FEMALE
17,494,audio_vocab,0.52803734,FEMALE
17,495,elicited_speech,0.814447448,FEMALE
17,496,dictation,1.00E-07,FEMALE
17,497,ctest,0.805555556,FEMALE
17,498,ctest,0.633333333,FEMALE
18,499,audio_vocab,0.493147948,FEMALE
18,500,elicited_speech,0.679435356,FEMALE
18,501,audio_vocab,0.796528832,FEMALE
18,502,text_vocab,0.838912426,FEMALE
18,503,audio_vocab,0.954711503,FEMALE
18,504,audio_vocab,0.957166214,FEMALE
18,505,dictation,0.993889516,FEMALE
18,506,text_vocab,0.903615575,FEMALE
18,507,text_vocab,0.838912426,FEMALE
18,508,elicited_speech,1.00E-07,FEMALE
18,509,dictation,0.993889516,FEMALE
18,402,dictation,0.993889516,FEMALE
18,89,text_vocab,0.840872424,FEMALE
18,510,text_vocab,0.877287487,FEMALE
18,511,audio_vocab,0.957166214,FEMALE
18,512,text_vocab,0.918928584,FEMALE
18,513,elicited_speech,0.631501882,FEMALE
18,514,ctest,0.8,FEMALE
18,515,elicited_speech,1.00E-07,FEMALE
18,516,ctest,0.490196078,FEMALE
18,517,ctest,0.911111111,FEMALE
18,518,audio_vocab,0.954711503,FEMALE
18,55,elicited_speech,0.572884389,FEMALE
18,519,elicited_speech,0.682642584,FEMALE
18,520,ctest,0.756756757,FEMALE
18,521,audio_vocab,0.957166214,FEMALE
18,522,dictation,0.993889516,FEMALE
18,523,ctest,0.909090909,FEMALE
18,524,dictation,0.993889516,FEMALE
18,525,dictation,0.993889516,FEMALE
18,526,ctest,0.774193548,FEMALE
19,527,dictation,0.993889516,MALE
19,528,text_vocab,0.660861818,MALE
19,529,ctest,0.933333333,MALE
19,530,elicited_speech,0.996359058,MALE
19,531,elicited_speech,0.88918061,MALE
19,532,elicited_speech,0.895620994,MALE
19,533,ctest,0.52173913,MALE
19,534,audio_vocab,0.01,MALE
19,535,audio_vocab,0.156203758,MALE
19,536,ctest,0.733333333,MALE
19,537,dictation,0.315950531,MALE
19,538,dictation,0.993889516,MALE
19,539,dictation,1.00E-07,MALE
19,136,text_vocab,0.977657181,MALE
19,540,audio_vocab,0.836678836,MALE
19,541,audio_vocab,0.835751363,MALE
19,542,ctest,0.210526316,MALE
19,543,text_vocab,0.34396883,MALE
19,544,elicited_speech,0.985012515,MALE
19,545,text_vocab,0.976829842,MALE
19,546,audio_vocab,0.824165656,MALE
19,547,ctest,0.96875,MALE
19,100,dictation,0.993889516,MALE
19,265,text_vocab,0.01,MALE
19,548,ctest,0.615384615,MALE
19,549,text_vocab,0.917441316,MALE
19,550,dictation,1.00E-07,MALE
19,551,elicited_speech,0.643528253,MALE
19,552,audio_vocab,0.493147948,MALE
19,553,elicited_speech,0.963412802,MALE
19,554,text_vocab,0.760869565,MALE
20,555,text_vocab,0.977657181,MALE
20,556,dictation,0.993889516,MALE
20,557,ctest,0.9999999,MALE
20,558,dictation,3.08E-05,MALE
20,559,text_vocab,0.875427008,MALE
20,560,ctest,0.428571429,MALE
20,561,audio_vocab,0.824165656,MALE
20,562,dictation,8.28E-05,MALE
20,563,audio_vocab,0.52803734,MALE
20,564,ctest,0.814814815,MALE
20,565,audio_vocab,0.954711503,MALE
20,566,ctest,0.564102564,MALE
20,567,dictation,0.993889516,MALE
20,568,text_vocab,0.910223855,MALE
20,261,text_vocab,0.97811438,MALE
20,569,dictation,0.993889516,MALE
20,570,ctest,0.666666667,MALE
20,571,audio_vocab,0.311246521,MALE
20,455,dictation,0.038081611,MALE
20,572,ctest,0.931034483,MALE
20,573,text_vocab,0.977657181,MALE
20,574,text_vocab,0.977657181,MALE
20,575,elicited_speech,0.770879805,MALE
20,576,elicited_speech,0.831502257,MALE
20,577,elicited_speech,0.938317613,MALE
20,578,elicited_speech,0.918212822,MALE
20,579,audio_vocab,0.824165656,MALE
20,580,audio_vocab,0.954711503,MALE
20,581,elicited_speech,0.897613177,MALE
20,149,dictation,0.016118667,MALE
20,582,elicited_speech,0.830158182,MALE
21,583,dictation,0.378940175,MALE
21,584,audio_vocab,0.957166214,MALE
21,585,ctest,0.75,MALE
21,586,elicited_speech,0.800421798,MALE
21,587,audio_vocab,0.836678836,MALE
21,588,elicited_speech,0.793902095,MALE
21,589,text_vocab,0.918223856,MALE
21,590,dictation,0.519065517,MALE
21,591,audio_vocab,0.699308165,MALE
21,592,ctest,0.859649123,MALE
21,593,audio_vocab,0.34038456,MALE
21,594,elicited_speech,0.815817079,MALE
21,595,audio_vocab,0.835751363,MALE
21,596,ctest,0.6,MALE
21,597,elicited_speech,0.804404804,MALE
21,598,dictation,0.637067177,MALE
21,599,elicited_speech,1.00E-07,MALE
21,600,dictation,0.993889516,MALE
21,601,elicited_speech,0.789561487,MALE
21,602,audio_vocab,0.34038456,MALE
21,603,text_vocab,0.877287487,MALE
21,604,elicited_speech,0.745597373,MALE
21,605,dictation,0.993889516,MALE
21,606,text_vocab,0.34396883,MALE
21,607,ctest,0.461538462,MALE
21,608,text_vocab,0.918223856,MALE
21,609,audio_vocab,0.52803734,MALE
21,610,dictation,0.660903381,MALE
21,611,text_vocab,0.915733149,MALE
21,612,ctest,0.818181818,MALE
21,613,text_vocab,0.855309529,MALE
21,614,ctest,0.923076923,MALE
22,615,ctest,0.756756757,FEMALE
22,616,elicited_speech,0.861328051,FEMALE
22,617,text_vocab,0.893671072,FEMALE
22,618,audio_vocab,0.733895509,FEMALE
22,619,dictation,0.000585,FEMALE
22,620,text_vocab,0.53667139,FEMALE
22,621,ctest,0.705882353,FEMALE
22,622,audio_vocab,0.835751363,FEMALE
22,623,audio_vocab,0.52803734,FEMALE
22,624,elicited_speech,0.82650124,FEMALE
22,625,elicited_speech,0.819991096,FEMALE
22,626,dictation,0.993889516,FEMALE
22,627,text_vocab,0.977657181,FEMALE
22,628,ctest,0.72,FEMALE
22,629,text_vocab,0.813894777,FEMALE
22,630,dictation,0.00063,FEMALE
22,631,text_vocab,0.229199842,FEMALE
22,632,ctest,0.9999999,FEMALE
22,633,elicited_speech,0.719108166,FEMALE
22,150,dictation,0.993889516,FEMALE
22,634,audio_vocab,0.493147948,FEMALE
22,635,elicited_speech,0.858208816,FEMALE
22,206,ctest,0.814814815,FEMALE
22,636,ctest,0.770833333,FEMALE
22,637,dictation,0.993889516,FEMALE
22,638,audio_vocab,0.745446777,FEMALE
22,639,audio_vocab,0.01,FEMALE
22,640,elicited_speech,0.850234774,FEMALE
22,641,dictation,0.002250936,FEMALE
22,642,text_vocab,0.914637651,FEMALE
22,643,dictation,1.00E-07,FEMALE
